Nome,Ruolo,Team,img,avatars,Fanta Media 22-23,Media Voto 22-23,Gol 22-23,Assist 22-23,Fanta Media 23-24,Media Voto 23-24,Gol 23-24,Assist 23-24,Fanta Media 24-25,Media Voto 24-25,Gol 24-25,Assist 24-25,PMA,Quot.,MV,FMV,Presenze,Minuti,Gol,Assist,Ammonizioni,Espulsioni,Rig. Segnati,Rig. Sbagliati,Gol Subiti,Rig. Parati,Prezzo,Titolarità,Affidabilità,Integrità,Prezzo%,Fascia,FMV Exp.,Pt. Tit.,Percentuale Titolare,FantaValue,Tiri_FV,Passaggi_FV,Difesa_FV,Possesso_FV,Azioni_FV,Player1T1,Player2T1,Player1T2,Player2T2,PrezzoTerzetto1,AffinitaTerzetto1,PrezzoTerzetto2,AffinitaTerzetto2,SP1,SP2,SP3,SP4,SP5,PMA300,PMA500,PMA1000,Prezzo300,Prezzo500,Prezzo1000,PrezzoTerzetto1300,PrezzoTerzetto1500,PrezzoTerzetto11000,PrezzoTerzetto2300,PrezzoTerzetto2500,PrezzoTerzetto21000,Diagnosi,11_08_PREZZO_300,11_08_PREZZO_500,11_08_PREZZO_1000,18_08_PREZZO_300,18_08_PREZZO_500,18_08_PREZZO_1000,22_08_PREZZO_300,22_08_PREZZO_500,22_08_PREZZO_1000,24_08_PREZZO_300,24_08_PREZZO_500,24_08_PREZZO_1000,26_08_PREZZO_300,26_08_PREZZO_500,26_08_PREZZO_1000,28_08_PREZZO_300,28_08_PREZZO_500,28_08_PREZZO_1000,02_09_PREZZO_300,02_09_PREZZO_500,02_09_PREZZO_1000,11_08_PMA_300,11_08_PMA_500,11_08_PMA_1000,18_08_PMA_300,18_08_PMA_500,18_08_PMA_1000,22_08_PMA_300,22_08_PMA_500,22_08_PMA_1000,24_08_PMA_300,24_08_PMA_500,24_08_PMA_1000,26_08_PMA_300,26_08_PMA_500,26_08_PMA_1000,28_08_PMA_300,28_08_PMA_500,28_08_PMA_1000,02_09_PMA_300,02_09_PMA_500,02_09_PMA_1000,Titolarita 24/25,Rigorista,CalciPiazzati
BELLANOVA,D,ATA,bellanova.png,bellanova_avatar.png,6.0,6.0,0,0,6.35,6.14,1,7,6.25,6.25,0,0,0.048,13,6.14,6.35,37.0,3063.0,1,7.0,5.0,0.0,0.0,0.0,0.0,0.0,24,5,4,5,4.8,Seconda,6.41,36.0,97.0,83.3,78.3,82.0,86.1,84.9,80.6,VARANE,HERNANDEZ T.,VARANE,KYRIAKOPOULOS,81.0,97.0,34.0,97.0,GOSENS,DUMFRIES,DI LORENZO,BASTONI,BREMER,14,24,48,14,24,48,49,81,162,20,34,68,,14.0,24.0,48.0,14.0,24.0,48.0,17.0,28.0,56.0,17.0,28.0,56.0,17.0,28.0,56.0,17.0,28.0,56.0,19.0,31.0,62.0,14.0,22.0,45.0,14.0,24.0,48.0,15.0,25.0,50.0,15.0,25.0,50.0,18.0,30.0,60.0,18.0,30.0,60.0,17.0,28.0,56.0,75.0,,
CAMBIASO,D,JUV,cambiaso.png,cambiaso_avatar.png,6.03,5.97,0,3,6.12,6.0,2,3,7.33,6.5,1,0,0.04,9,6.0,6.12,34.0,2387.0,2,3.0,10.0,0.0,0.0,0.0,0.0,0.0,17,4,4,3,3.4,Seconda,6.28,28.0,82.0,83.0,78.1,80.1,86.1,83.8,79.0,DORGU,COCO,BUONGIORNO,CANDELA,31.0,100.0,52.0,100.0,RUGGERI,DODO',DANILO,TOMORI,SPINAZZOLA,12,20,40,10,17,34,19,31,62,31,52,104,,10.0,17.0,34.0,10.0,17.0,34.0,14.0,23.0,46.0,13.0,22.0,44.0,13.0,22.0,44.0,14.0,23.0,46.0,16.0,26.0,52.0,11.0,19.0,38.0,12.0,20.0,40.0,12.0,20.0,41.0,13.0,21.0,42.0,16.0,26.0,53.0,16.0,27.0,54.0,17.0,28.0,56.0,75.0,,
DODO',D,FIO,dodo.png,dodo_avatar.png,5.98,5.88,1,3,5.75,5.75,0,0,5.67,5.83,0,0,0.034,9,5.75,5.75,9.0,528.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,3,3,2,3.2,Seconda,6.28,7.0,78.0,70.4,55.1,75.0,70.9,72.4,63.5,POSCH,COCO,POSCH,KYRIAKOPOULOS,30.0,100.0,28.0,97.0,RRAHMANI,RUGGERI,CAMBIASO,DANILO,TOMORI,10,17,34,10,16,32,18,30,60,17,28,56,,9.0,15.0,30.0,10.0,16.0,32.0,9.0,15.0,30.0,9.0,15.0,30.0,9.0,15.0,30.0,9.0,15.0,30.0,10.0,16.0,32.0,9.0,16.0,31.0,10.0,17.0,34.0,10.0,16.0,33.0,10.0,16.0,33.0,12.0,20.0,41.0,12.0,20.0,41.0,9.0,15.0,30.0,75.0,,
SPINAZZOLA,D,NAP,spinazzola.png,spinazzola_avatar.png,6.25,6.04,1,4,6.3,6.09,1,2,6.33,6.0,0,1,0.0409999999999999,13,6.09,6.3,24.0,1312.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18,4,4,2,3.6,Seconda,6.53,15.0,62.0,80.8,77.6,78.4,83.8,82.4,77.8,BREMER,CANDELA,POSCH,EBUEHI,52.0,100.0,28.0,97.0,DANILO,TOMORI,PAVARD,GOSENS,DUMFRIES,12,20,41,11,18,36,31,52,104,17,28,56,,9.0,15.0,30.0,11.0,18.0,36.0,11.0,19.0,38.0,12.0,20.0,40.0,11.0,19.0,38.0,12.0,20.0,40.0,10.0,17.0,34.0,12.0,20.0,40.0,12.0,20.0,41.0,12.0,20.0,40.0,12.0,20.0,40.0,15.0,25.0,50.0,15.0,25.0,50.0,9.0,16.0,31.0,75.0,,
TAVARES N.,D,LAZ,tavares_n.png,tavares_n_avatar.png,-,-,6,0,-,-,0,0,9.5,7.5,0,2,0.01,6,6.14,6.21,8.0,462.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,4,3,3,0.6,Terza,6.05,5.0,62.0,63.3,54.8,60.3,67.8,64.0,55.9,EBUEHI,FRESE,VASQUEZ,FRESE,5.0,100.0,11.0,100.0,MORENO ALB.,KYRIAKOPOULOS,MARIPAN,BISSECK,GALLO,3,5,10,2,3,6,3,5,10,7,11,22,,4.0,6.0,12.0,2.0,3.0,6.0,4.0,6.0,12.0,4.0,7.0,14.0,4.0,6.0,12.0,4.0,7.0,14.0,4.0,7.0,14.0,3.0,5.0,10.0,3.0,5.0,10.0,3.0,5.0,10.0,3.0,5.0,10.0,4.0,6.0,12.0,4.0,6.0,12.0,2.0,4.0,8.0,75.0,,
BIRAGHI,D,FIO,biraghi.png,biraghi_avatar.png,6.19,6.05,2,4,6.11,5.96,2,5,6.83,5.83,1,0,0.022,7,5.96,6.11,29.0,2358.0,2,5.0,8.0,0.0,0.0,1.0,0.0,0.0,10,4,4,4,2.0,Terza,6.13,27.0,93.0,82.3,77.8,80.0,84.9,82.8,78.9,POSCH,COCO,POSCH,KYRIAKOPOULOS,24.0,100.0,22.0,97.0,KOLASINAC,ANGELINO,ROMAGNOLI,MARTINEZ QUARTA,ZORTEA,7,11,22,6,10,20,14,24,48,13,22,44,,5.0,8.0,16.0,6.0,10.0,20.0,7.0,12.0,24.0,7.0,12.0,24.0,7.0,12.0,24.0,7.0,12.0,24.0,7.0,11.0,22.0,6.0,10.0,20.0,7.0,11.0,22.0,7.0,12.0,24.0,7.0,12.0,24.0,10.0,16.0,32.0,10.0,16.0,33.0,10.0,16.0,32.0,75.0,2.0,1.0
ANGELINO,D,ROM,angelino.png,angelino_avatar.png,-,-,0,8,5.88,5.94,0,2,5.83,5.83,0,0,0.0279999999999999,10,5.94,5.88,16.0,1148.0,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9,4,4,4,1.8,Seconda,6.14,14.0,88.0,75.5,68.9,77.3,80.1,74.7,70.0,BELLANOVA,KYRIAKOPOULOS,EBUEHI,FRESE,36.0,97.0,11.0,97.0,POSCH,KOLASINAC,BIRAGHI,ROMAGNOLI,MARTINEZ QUARTA,8,14,28,5,9,18,22,36,72,7,11,22,,5.0,8.0,16.0,5.0,9.0,18.0,7.0,12.0,24.0,7.0,11.0,22.0,7.0,12.0,24.0,7.0,12.0,24.0,6.0,10.0,20.0,8.0,13.0,26.0,8.0,14.0,28.0,8.0,14.0,28.0,8.0,14.0,28.0,11.0,18.0,36.0,11.0,18.0,35.0,7.0,11.0,22.0,75.0,,
ZORTEA,D,CAG,zortea.png,zortea_avatar.png,6.1,6.0,1,1,6.63,6.16,2,5,0.0,0.0,0,0,0.02,7,6.16,6.63,19.0,1403.0,2,5.0,4.0,0.0,0.0,0.0,0.0,0.0,11,4,4,4,2.2,Seconda,6.39,14.0,74.0,85.4,84.8,86.4,84.8,84.4,87.2,ROMAGNOLI,KYRIAKOPOULOS,ROMAGNOLI,COCO,24.0,97.0,26.0,97.0,ROMAGNOLI,MARTINEZ QUARTA,MANCINI,PAVLOVIC,ACERBI,6,10,20,7,11,22,14,24,48,16,26,52,,5.0,9.0,18.0,7.0,11.0,22.0,7.0,11.0,22.0,8.0,13.0,26.0,5.0,9.0,18.0,6.0,10.0,20.0,4.0,7.0,14.0,6.0,10.0,20.0,6.0,10.0,20.0,5.0,9.0,18.0,5.0,9.0,18.0,8.0,12.0,25.0,8.0,12.0,25.0,4.0,7.0,13.0,50.0,,
POSCH,D,BOL,posch.png,posch_avatar.png,6.68,6.12,6,2,6.15,6.1,1,2,5.33,5.5,0,0,0.02,8,6.1,6.15,31.0,2418.0,1,2.0,7.0,0.0,0.0,0.0,0.0,0.0,9,5,4,3,1.8,Seconda,6.18,29.0,94.0,82.6,77.8,80.2,87.1,83.5,78.4,EBUEHI,HERNANDEZ T.,GOSENS,COCO,60.0,100.0,35.0,100.0,DARMIAN,ZAPPACOSTA,KOLASINAC,ANGELINO,BIRAGHI,6,10,20,5,9,18,36,60,120,21,35,70,,6.0,10.0,20.0,5.0,9.0,18.0,7.0,11.0,22.0,7.0,12.0,24.0,7.0,11.0,22.0,7.0,11.0,22.0,7.0,12.0,24.0,6.0,10.0,20.0,6.0,10.0,20.0,6.0,10.0,20.0,6.0,10.0,20.0,9.0,15.0,30.0,9.0,15.0,30.0,5.0,9.0,18.0,95.0,,
RUGGERI,D,ATA,ruggeri.png,ruggeri_avatar.png,5.8,5.85,0,1,6.08,5.97,0,5,6.5,6.17,0,1,0.032,11,5.97,6.08,34.0,2473.0,0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,15,4,4,3,3.0,Seconda,6.09,28.0,82.0,82.4,77.7,80.4,86.2,83.4,79.1,VARANE,HERNANDEZ T.,VARANE,KYRIAKOPOULOS,72.0,97.0,25.0,97.0,ACERBI,RRAHMANI,DODO',CAMBIASO,DANILO,10,16,32,9,15,30,43,72,144,15,25,50,,9.0,15.0,30.0,9.0,15.0,30.0,10.0,17.0,34.0,10.0,16.0,32.0,11.0,18.0,36.0,10.0,16.0,32.0,12.0,20.0,40.0,9.0,16.0,31.0,10.0,16.0,32.0,10.0,16.0,32.0,10.0,16.0,33.0,13.0,22.0,43.0,13.0,22.0,44.0,11.0,19.0,38.0,75.0,,
ZAPPACOSTA,D,ATA,zappacosta.png,zappacosta_avatar.png,6.64,6.12,4,1,6.06,5.92,2,1,6.17,5.83,0,1,0.02,9,5.92,6.06,31.0,1880.0,2,1.0,5.0,0.0,0.0,0.0,0.0,0.0,9,3,4,2,1.8,Seconda,6.11,23.0,74.0,81.8,77.8,78.9,84.5,82.7,78.2,VARANE,HERNANDEZ T.,VARANE,KYRIAKOPOULOS,66.0,97.0,19.0,97.0,DORGU,DARMIAN,POSCH,KOLASINAC,ANGELINO,6,10,20,5,9,18,40,66,132,11,19,38,,5.0,8.0,16.0,5.0,9.0,18.0,6.0,10.0,20.0,5.0,9.0,18.0,7.0,11.0,22.0,5.0,9.0,18.0,5.0,8.0,16.0,6.0,10.0,20.0,6.0,10.0,20.0,6.0,10.0,20.0,6.0,10.0,20.0,8.0,14.0,28.0,8.0,14.0,28.0,5.0,8.0,16.0,50.0,,
CARLOS AUGUSTO,D,INT,carlos_augusto.png,carlos_augusto_avatar.png,6.76,6.16,6,5,6.21,6.14,0,3,6.0,6.0,0,0,0.016,9,6.14,6.21,37.0,1709.0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,8,3,4,4,1.6,Scommesse,6.28,14.0,38.0,81.8,77.7,78.8,84.6,82.5,78.2,BELLANOVA,DORGU,BELLANOVA,BIJOL,41.0,97.0,38.0,97.0,GATTI,MIRANDA J.,EMERSON ROYAL,DORGU,DARMIAN,5,8,16,5,8,16,25,41,82,23,38,76,,5.0,8.0,16.0,5.0,8.0,16.0,6.0,10.0,20.0,6.0,10.0,20.0,5.0,9.0,18.0,5.0,9.0,18.0,5.0,9.0,18.0,5.0,8.0,16.0,5.0,8.0,16.0,5.0,8.0,16.0,5.0,8.0,16.0,7.0,11.0,22.0,6.0,10.0,21.0,4.0,7.0,14.0,50.0,,
HOLM,D,BOL,holm.png,holm_avatar.png,6.17,6.06,1,1,6.08,5.94,1,1,0.0,0.0,0,0,0.008,9,5.94,6.08,22.0,948.0,1,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4,3,4,3,0.8,Scommesse,6.05,12.0,55.0,80.0,77.8,77.6,81.9,79.6,79.3,EBUEHI,HERNANDEZ T.,GOSENS,COCO,55.0,100.0,30.0,100.0,BISSECK,GALLO,KAYODE,LUCUMI',GASPAR K.,2,4,8,2,4,8,33,55,110,18,30,60,,2.0,4.0,8.0,2.0,4.0,8.0,3.0,5.0,10.0,3.0,5.0,10.0,3.0,5.0,10.0,3.0,5.0,10.0,2.0,4.0,8.0,3.0,5.0,9.0,2.0,4.0,8.0,2.0,4.0,8.0,2.0,4.0,8.0,3.0,5.0,10.0,3.0,5.0,10.0,1.0,2.0,4.0,50.0,,
GALLO,D,LEC,gallo.png,gallo_avatar.png,5.65,5.82,0,1,6.0,5.94,0,3,5.5,5.67,0,0,0.004,5,5.94,6.0,35.0,2500.0,0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4,4,3,4,0.8,Quarta,6.0,30.0,86.0,82.0,77.6,79.4,85.0,82.6,78.2,EBUEHI,HERNANDEZ T.,BREMER,COCO,55.0,100.0,40.0,100.0,MARIPAN,BISSECK,HOLM,KAYODE,LUCUMI',1,2,4,2,4,8,33,55,110,24,40,80,,2.0,4.0,8.0,2.0,4.0,8.0,2.0,3.0,6.0,2.0,4.0,8.0,2.0,4.0,8.0,2.0,4.0,8.0,2.0,3.0,6.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,3.0,6.0,2.0,3.0,6.0,1.0,2.0,4.0,75.0,,
KAMARA H.,D,UDI,kamara_h.png,kamara_h_avatar.png,-,-,0,2,6.1,6.06,1,0,5.25,5.75,0,0,0.002,5,6.06,6.1,35.0,2261.0,1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2,3,3,4,0.4,Scommesse,6.1,27.0,77.0,81.8,77.7,78.5,85.0,82.4,78.1,EBUEHI,HERNANDEZ T.,BELLANOVA,VARANE,53.0,100.0,33.0,97.0,SMALLING,GODFREY,ZAMPANO,KALULU,MAZZOCCHI,1,1,2,1,2,4,32,53,106,20,33,66,,2.0,3.0,6.0,1.0,2.0,4.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,50.0,,
KYRIAKOPOULOS,D,MON,kyriakopoulos.png,kyriakopoulos_avatar.png,6.21,6.05,1,3,5.93,5.87,0,3,6.33,6.0,0,1,0.005,6,5.87,5.93,28.0,1725.0,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3,4,4,3,0.6,Quarta,6.17,20.0,71.0,80.7,77.5,78.2,83.8,82.8,77.8,BELLANOVA,VARANE,BELLANOVA,MANCINI,34.0,97.0,40.0,97.0,BANI,MORENO ALB.,TAVARES N.,MARIPAN,BISSECK,2,2,5,2,3,6,20,34,68,24,40,80,,2.0,4.0,8.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,3.0,6.0,2.0,3.0,6.0,1.0,2.0,4.0,75.0,,
MORENO ALB.,D,COM,moreno_a.png,moreno_alb_avatar.png,-,-,0,1,-,-,2,2,5.33,5.5,0,0,0.004,7,6.18,6.35,27.0,1497.0,2,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3,4,4,2,0.6,Quarta,5.97,17.0,73.0,74.8,68.2,77.3,77.7,74.5,70.1,BELLANOVA,HERNANDEZ T.,BELLANOVA,KYRIAKOPOULOS,77.0,97.0,30.0,97.0,CALABRIA,BANI,KYRIAKOPOULOS,TAVARES N.,MARIPAN,1,2,4,2,3,6,46,77,154,18,30,60,,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,4.0,8.0,2.0,3.0,6.0,2.0,4.0,8.0,2.0,3.0,6.0,2.0,2.0,5.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,3.0,6.0,2.0,3.0,6.0,1.0,1.0,2.0,75.0,,
OLIVERA,D,NAP,olivera.png,olivera_avatar.png,6.27,6.02,2,1,5.89,5.82,1,0,5.67,5.67,0,0,0.003,7,5.82,5.89,23.0,1572.0,1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,3,4,3,0.2,Outsider,5.97,18.0,78.0,81.1,76.9,78.9,85.1,82.0,78.8,BREMER,CANDELA,POSCH,EBUEHI,35.0,100.0,11.0,97.0,FRESE,BARBA,TCHATCHOUA,BALOGH,AZZI,1,2,3,1,1,2,21,35,70,7,11,22,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,50.0,,
TCHATCHOUA,D,VER,tchatchoua.png,tchatchoua_avatar.png,-,-,1,2,5.76,5.76,0,1,7.17,6.33,1,0,0.002,6,5.76,5.76,26.0,1735.0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,4,3,4,0.2,"Titolare ""Scarso""",5.84,19.0,73.0,80.8,77.5,78.1,84.0,82.6,77.7,EBUEHI,ROMAGNOLI,VASQUEZ,ROMAGNOLI,12.0,100.0,18.0,100.0,BARBA,OLIVERA,BALOGH,AZZI,CABAL,1,1,2,1,1,2,7,12,24,11,18,36,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,5.0,2.0,3.0,6.0,75.0,,
AUGELLO,D,CAG,augello.png,augello_avatar.png,6.09,5.84,2,5,5.81,5.77,1,1,5.67,5.67,0,0,0.002,5,5.77,5.81,32.0,2429.0,1,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1,4,3,5,0.2,Quarta,5.93,28.0,88.0,81.0,77.5,78.1,84.2,82.7,77.7,ROMAGNOLI,KYRIAKOPOULOS,ROMAGNOLI,COCO,14.0,97.0,16.0,97.0,IDZES,EBUEHI,CACACE,FRESE,BARBA,1,1,2,1,1,2,8,14,28,10,16,32,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,75.0,,
AZZI,D,CAG,azzi.png,azzi_avatar.png,-,-,2,2,5.82,5.84,0,0,5.83,6.0,0,0,0.002,4,5.84,5.82,25.0,942.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,3,4,0.2,Scommesse,5.88,9.0,36.0,81.8,77.5,77.5,83.5,82.4,77.5,ROMAGNOLI,KYRIAKOPOULOS,ROMAGNOLI,COCO,14.0,97.0,16.0,97.0,TCHATCHOUA,BALOGH,CABAL,SMALLING,GODFREY,1,1,2,1,1,2,8,14,28,10,16,32,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
BALOGH,D,PAR,balogh.png,balogh_avatar.png,-,-,0,0,-,-,0,0,6.33,6.5,0,0,0.002,1,6.07,6.33,17.0,1359.0,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,3,3,5,0.2,Non Impostata,5.88,16.0,94.0,70.1,66.6,67.2,73.0,70.9,66.9,POSCH,CANDELA,GOSENS,CANDELA,13.0,97.0,25.0,97.0,OLIVERA,TCHATCHOUA,AZZI,CABAL,SMALLING,1,1,2,1,1,2,8,13,26,15,25,50,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
BANI,D,GEN,bani.png,bani_avatar.png,-,-,2,2,6.07,6.02,2,0,5.75,5.75,0,0,0.003,7,6.02,6.07,27.0,2309.0,2,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3,5,3,4,0.6,Quarta,6.09,27.0,100.0,81.7,77.9,78.2,84.9,83.0,77.7,ROMAGNOLI,FRESE,POSCH,BUONGIORNO,14.0,100.0,44.0,97.0,RANIERI L.,CALABRIA,MORENO ALB.,KYRIAKOPOULOS,TAVARES N.,1,2,3,2,3,6,8,14,28,26,44,88,Infortunio muscolare - Rientro meta settembre,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,2.0,3.0,6.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,75.0,,
BARBA,D,COM,barba.png,barba_avatar.png,-,-,1,0,-,-,3,0,5.0,5.0,0,0,0.002,1,6.05,6.76,32.0,2625.0,3,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1,2,2,5,0.2,Non Impostata,5.87,29.0,91.0,81.6,77.3,77.5,83.3,82.3,77.3,BELLANOVA,HERNANDEZ T.,BELLANOVA,KYRIAKOPOULOS,75.0,97.0,28.0,97.0,CACACE,FRESE,OLIVERA,TCHATCHOUA,BALOGH,1,1,2,1,1,2,45,75,150,17,28,56,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,25.0,,
CABAL,D,JUV,cabal.png,cabal_avatar.png,5.72,5.89,0,0,5.66,5.82,0,0,6.5,6.5,0,0,0.002,5,5.82,5.66,22.0,1516.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2,3,3,3,0.4,Outsider,6.04,17.0,77.0,80.4,75.1,76.5,80.3,77.5,78.7,DORGU,COCO,BUONGIORNO,CANDELA,16.0,100.0,37.0,100.0,BALOGH,AZZI,SMALLING,GODFREY,KAMARA H.,1,1,2,1,2,4,10,16,32,22,37,74,,1.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,8.0,2.0,3.0,6.0,2.0,4.0,8.0,3.0,5.0,10.0,4.0,6.0,12.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,6.0,2.0,3.0,6.0,3.0,5.0,10.0,50.0,,
CACACE,D,EMP,cacace.png,cacace_avatar.png,5.6,5.65,0,0,5.66,5.73,0,1,5.75,6.0,0,0,0.002,3,5.73,5.66,31.0,1916.0,0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1,3,2,5,0.2,Outsider,5.68,18.0,58.0,81.0,77.5,77.9,84.3,82.7,77.7,POSCH,HERNANDEZ T.,ROMAGNOLI,FRESE,60.0,100.0,12.0,100.0,EBUEHI,AUGELLO,FRESE,BARBA,OLIVERA,1,1,2,1,1,2,36,60,120,7,12,24,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
CALABRIA,D,MIL,calabria.png,calabria_avatar.png,6.09,5.96,1,3,6.03,5.95,1,3,5.25,5.25,0,0,0.004,7,5.95,6.03,29.0,2193.0,1,3.0,3.0,2.0,0.0,0.0,0.0,0.0,3,4,4,3,0.6,Terza,6.13,26.0,90.0,81.8,77.7,78.9,84.9,82.5,78.1,POSCH,EBUEHI,EBUEHI,DORGU,13.0,100.0,13.0,100.0,DELPRATO,RANIERI L.,BANI,MORENO ALB.,KYRIAKOPOULOS,1,2,4,2,3,6,8,13,26,8,13,26,,2.0,3.0,6.0,2.0,3.0,6.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,3.0,6.0,1.0,2.0,4.0,2.0,2.0,5.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,8.0,2.0,4.0,8.0,1.0,2.0,3.0,50.0,,
CALDIROLA,D,MON,caldirola.png,caldirola_avatar.png,6.03,5.93,2,0,5.78,5.79,1,0,5.67,5.67,0,0,0.002,5,5.79,5.78,29.0,2139.0,1,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1,3,3,4,0.2,Outsider,5.85,23.0,79.0,81.0,77.6,78.1,84.3,82.8,77.7,BELLANOVA,VARANE,BELLANOVA,MANCINI,32.0,97.0,38.0,97.0,SCHUURS,BIRINDELLI,ALTARE,DE WINTER,MASINA,1,1,2,1,1,2,19,32,64,23,38,76,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
