Nome,Ruolo,Team,img,avatars,Fanta Media 22-23,Media Voto 22-23,Gol 22-23,Assist 22-23,Fanta Media 23-24,Media Voto 23-24,Gol 23-24,Assist 23-24,Fanta Media 24-25,Media Voto 24-25,Gol 24-25,Assist 24-25,PMA,Quot.,MV,FMV,Presenze,Minuti,Gol,Assist,Ammonizioni,Espulsioni,Rig. Segnati,Rig. Sbagliati,Gol Subiti,Rig. Parati,Prezzo,Titolarità,Affidabilità,Integrità,Prezzo%,Fascia,FMV Exp.,Pt. Tit.,Percentuale Titolare,FantaValue,Tiri_FV,Passaggi_FV,Difesa_FV,Possesso_FV,Azioni_FV,Player1T1,Player2T1,Player1T2,Player2T2,PrezzoTerzetto1,AffinitaTerzetto1,PrezzoTerzetto2,AffinitaTerzetto2,SP1,SP2,SP3,SP4,SP5,PMA300,PMA500,PMA1000,Prezzo300,Prezzo500,Prezzo1000,PrezzoTerzetto1300,PrezzoTerzetto1500,PrezzoTerzetto11000,PrezzoTerzetto2300,PrezzoTerzetto2500,PrezzoTerzetto21000,Diagnosi,11_08_PREZZO_300,11_08_PREZZO_500,11_08_PREZZO_1000,18_08_PREZZO_300,18_08_PREZZO_500,18_08_PREZZO_1000,22_08_PREZZO_300,22_08_PREZZO_500,22_08_PREZZO_1000,24_08_PREZZO_300,24_08_PREZZO_500,24_08_PREZZO_1000,26_08_PREZZO_300,26_08_PREZZO_500,26_08_PREZZO_1000,28_08_PREZZO_300,28_08_PREZZO_500,28_08_PREZZO_1000,02_09_PREZZO_300,02_09_PREZZO_500,02_09_PREZZO_1000,11_08_PMA_300,11_08_PMA_500,11_08_PMA_1000,18_08_PMA_300,18_08_PMA_500,18_08_PMA_1000,22_08_PMA_300,22_08_PMA_500,22_08_PMA_1000,24_08_PMA_300,24_08_PMA_500,24_08_PMA_1000,26_08_PMA_300,26_08_PMA_500,26_08_PMA_1000,28_08_PMA_300,28_08_PMA_500,28_08_PMA_1000,02_09_PMA_300,02_09_PMA_500,02_09_PMA_1000,Titolarita 24/25,Rigorista,CalciPiazzati
SERGI ROBERTO,D,COM,sergi_roberto.png,sergi_roberto_avatar.png,-,-,4,1,-,-,3,2,6.0,6.0,0,0,0.0,9,0.0,0.0,14.0,863.0,3,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.2,Scommesse,6.02,10.0,77.0,85.3,0.0,0.0,0.0,0.0,0.0,BELLANOVA,HERNANDEZ T.,BELLANOVA,KYRIAKOPOULOS,75.0,97.0,28.0,97.0,KEMPF,MORENO M.,HAPS,SOSA B.,PELMARD,0,0,0,1,1,2,45,75,150,17,28,56,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,4.0,7.0,14.0,4.0,6.0,12.0,,,,,,,,,,1.0,1.0,1.0,4.0,7.0,14.0,4.0,7.0,13.0,2.0,4.0,8.0,50.0,,3.0
DEMBELE' A.,D,TOR,dembele_a.png,dembele_a_avatar.png,-,-,0,0,-,-,0,0,6.0,6.0,0,0,0.0,1,0.0,0.0,14.0,177.0,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,3,3,5,0.2,Non Impostata,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,POSCH,GOSENS,BREMER,DORGU,31.0,100.0,41.0,100.0,PEZZELLA GIU.,ROUHI,PEDERSEN,CUADRADO,ABDULHAMID,0,0,0,1,1,2,19,31,62,25,41,82,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
PEDERSEN,D,TOR,pedersen.png,pedersen_avatar.png,-,-,0,0,5.72,5.72,0,2,5.5,6.0,0,0,0.0,6,5.72,5.72,28.0,1620.0,0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1,4,3,4,0.2,Non Impostata,5.72,16.0,60.0,81.4,0.0,0.0,0.0,0.0,0.0,POSCH,GOSENS,BREMER,DORGU,31.0,100.0,41.0,100.0,ROUHI,DEMBELE' A.,CUADRADO,ABDULHAMID,GUILBERT,0,0,0,1,1,2,19,31,62,25,41,82,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,1.0,1.0,1.0,2.0,3.0,6.0,1.0,2.0,3.0,1.0,1.0,2.0,50.0,,
KARAMOH,A,TOR,karamoh.png,karamoh_avatar.png,6.83,6.1,4,0,6.1,6.1,0,0,6.0,6.0,0,0,0.0,1,6.1,6.1,5.0,163.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,3,0.2,Scommesse,6.12,1.0,65.0,84.7,0.0,0.0,0.0,0.0,0.0,DALLINGA,GUDMUNDSSON A.,VLAHOVIC,KRSTOVIC,105.0,100.0,215.0,100.0,SCAMACCA,CERRI,SOLBAKKEN,SHOMURODOV,MBANGULA,0,0,0,1,1,2,63,105,210,129,215,430,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,25.0,,
ALIDOU,C,VER,alidou.png,0.0,-,-,0,0,-,-,4,0,5.5,5.5,0,0,0.0,3,0.0,0.0,26.0,1284.0,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1,2,3,4,0.2,Non Impostata,0.0,14.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,ZURKOWSKI,ZACCAGNI,MALINOVSKYI,ZACCAGNI,58.0,100.0,68.0,100.0,NICOLUSSI CAVIGLIA,MALEH,BYAR,RUI MODESTO,MARIN,0,0,0,1,1,2,35,58,116,41,68,136,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,25.0,,
PAZ N.,C,COM,paz_n.png,paz_n_avatar.png,-,-,2,0,-,-,10,0,6.25,6.25,0,0,0.0,7,0.0,0.0,4.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,4,5,0.2,Non Impostata,0.0,0.0,76.0,80.0,81.4,81.3,79.5,80.4,80.6,ZANIOLO,PULISIC,ZANIOLO,PESSINA,90.0,97.0,41.0,97.0,RAFIA,ATTA,ANJORIN,RAMADANI,SENSI,0,0,0,1,1,2,54,90,180,25,41,82,,,,,,,,,,,,,,1.0,1.0,2.0,4.0,7.0,14.0,5.0,8.0,16.0,,,,,,,,,,,,,1.0,1.0,1.0,3.0,5.0,9.0,4.0,7.0,13.0,50.0,,
PERRONE,C,COM,perrone.png,perrone_avatar.png,-,-,2,0,-,-,0,0,6.0,6.0,0,0,0.0,4,0.0,0.0,29.0,1634.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1,2,3,4,0.2,Non Impostata,0.0,20.0,79.0,80.0,78.9,79.0,79.6,80.0,80.2,ZANIOLO,PULISIC,ZANIOLO,PESSINA,90.0,97.0,41.0,97.0,LOCATELLI,GAGLIARDINI,POBEGA,RAFIA,ATTA,0,0,0,1,1,2,54,90,180,25,41,82,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,50.0,,
SHOMURODOV,A,ROM,shomurodov.png,shomurodov_avatar.png,5.97,5.76,1,1,6.42,5.85,3,3,10.0,7.0,1,0,0.0,3,5.85,6.42,22.0,958.0,3,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,2,2,0.2,Outsider,6.19,10.0,65.0,80.0,79.4,78.6,77.7,78.1,77.7,LOOKMAN,DJURIC,COLOMBO,MOSQUERA,123.0,97.0,18.0,97.0,KARAMOH,SOLBAKKEN,MBANGULA,CORREA,SARR A.,0,0,0,1,1,2,74,123,246,11,18,36,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,25.0,,
RUI PATRICIO,P,ATA,rui_patricio.png,rui_patricio_avatar.png,5.07,6.0,0,0,4.78,5.98,0,0,0.0,0.0,0,0,0.0,1,5.98,4.78,23.0,2070.0,0,0.0,1.0,0.0,0.0,0.0,27.0,0.0,1,2,3,5,0.2,Non Impostata,4.78,23.0,69.0,78.2,0.0,0.0,0.0,0.0,0.0,AUDERO,MAIGNAN,AUDERO,CRAGNO,49.0,97.0,7.0,97.0,FRUCHTL,SAVA,CRAGNO,CORVI,CONTINI,0,0,0,1,1,2,29,49,98,4,7,14,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,25.0,,
CUADRADO,D,ATA,cuadrado.png,cuadrado_avatar.png,5.92,5.85,1,3,6.2,6.05,0,2,0.0,0.0,0,0,0.004,4,6.05,6.2,10.0,258.0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,4,2,0.2,Scommesse,6.17,0.0,35.0,71.5,72.8,72.2,70.6,69.6,71.0,VARANE,HERNANDEZ T.,VARANE,KYRIAKOPOULOS,58.0,97.0,11.0,97.0,DEMBELE' A.,PEDERSEN,ABDULHAMID,GUILBERT,JEAN,1,2,4,1,1,2,35,58,116,7,11,22,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,4.0,1.0,1.0,2.0,50.0,,
ABDULHAMID,D,ROM,abdulhamid.png,abdulhamid_avatar.png,-,-,1,5,-,-,3,4,0.0,0.0,0,0,0.0,5,0.0,0.0,32.0,2800.0,0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.2,Non Impostata,6.45,32.0,86.0,80.2,78.9,80.4,81.5,80.2,79.5,BELLANOVA,KYRIAKOPOULOS,EBUEHI,FRESE,28.0,97.0,3.0,97.0,PEDERSEN,CUADRADO,GUILBERT,JEAN,LEONI,0,0,0,1,1,2,17,28,56,2,3,6,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,50.0,,
GUILBERT,D,LEC,guilbert.png,guilbert_avatar.png,-,-,0,1,-,-,2,0,6.5,6.5,0,0,0.0,5,0.0,0.0,32.0,2493.0,2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.2,Non Impostata,6.0,29.0,76.0,74.0,0.0,0.0,0.0,0.0,0.0,EBUEHI,HERNANDEZ T.,BREMER,COCO,52.0,100.0,37.0,100.0,CUADRADO,ABDULHAMID,JEAN,LEONI,TOURE' I.S.,0,0,0,1,1,2,31,52,104,22,37,74,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,50.0,,
JEAN,D,LEC,jean.png,jean_avatar.png,-,-,0,0,-,-,2,2,6.0,6.0,0,0,0.0,2,0.0,0.0,38.0,3420.0,2,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1,3,3,5,0.2,Non Impostata,5.9,38.0,75.0,70.2,0.0,0.0,0.0,0.0,0.0,EBUEHI,HERNANDEZ T.,BREMER,COCO,52.0,100.0,37.0,100.0,ABDULHAMID,GUILBERT,LEONI,TOURE' I.S.,GIGOT,0,0,0,1,1,2,31,52,104,22,37,74,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,50.0,,
LEONI,D,PAR,leoni.png,leoni_avatar.png,-,-,0,0,-,-,0,0,0.0,0.0,0,0,0.0,2,0.0,0.0,12.0,766.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.2,Non Impostata,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POSCH,CANDELA,GOSENS,CANDELA,13.0,97.0,25.0,97.0,GUILBERT,JEAN,TOURE' I.S.,GIGOT,BONIFAZI,0,0,0,1,1,2,8,13,26,15,25,50,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,25.0,,
CONCEICAO,C,JUV,conceicao.png,conceicao_avatar.png,-,-,2,2,-,-,5,4,5.5,5.5,0,0,0.039,11,0.0,0.0,27.0,1896.0,5,4.0,9.0,1.0,0.0,0.0,0.0,0.0,20,3,4,3,4.0,Seconda,6.72,21.0,72.0,80.3,79.5,80.7,78.6,81.0,81.3,MARCHWINSKI,VLASIC,POLITANO,ORISTANIO,52.0,100.0,65.0,100.0,FABBIAN,EDERSON D.S.,PASALIC,STREFEZZA,BERNABE',12,20,39,12,20,40,31,52,104,39,65,130,,,,,,,,,,,,,,,,,12.0,20.0,40.0,13.0,21.0,42.0,,,,,,,,,,,,,,,,12.0,20.0,39.0,9.0,16.0,31.0,50.0,,
ILING JUNIOR,C,BOL,iling_junior.png,iling_junior_avatar.png,6.62,6.19,1,1,6.2,5.98,1,2,0.0,0.0,0,0,0.0,6,5.98,6.2,24.0,813.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,4,3,0.2,Non Impostata,6.2,4.0,64.0,74.0,73.3,73.5,71.4,75.2,99.0,ZURKOWSKI,PULISIC,COLPANI,VLASIC,70.0,100.0,48.0,100.0,VALOTI,VIGNATO S.,ZALEWSKI,ZARRAGA,BERISHA M.,0,0,0,1,1,2,42,70,140,29,48,96,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,50.0,,
REBIC,A,LEC,rebic.png,rebic_avatar.png,6.39,5.86,3,2,-,-,0,3,0.0,0.0,0,0,0.0069999999999999,4,6.39,5.68,15.0,394.0,0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,5,3,3,2,1.0,Scommesse,6.43,3.0,49.0,69.8,72.5,69.3,66.8,70.8,70.1,COLOMBO,MORATA,VLAHOVIC,ZAPATA D.,124.0,100.0,267.0,100.0,ISAKSEN,MOTA,ABRAHAM,MOSQUERA,CASTRO S.,2,3,7,3,5,10,74,124,248,160,267,534,,,,,,,,,,,,,,,,,3.0,5.0,10.0,2.0,4.0,8.0,,,,,,,,,,,,,,,,2.0,3.0,7.0,1.0,2.0,4.0,50.0,,
SARR A.,A,VER,sarr_a.png,sarr_a_avatar.png,-,-,6,1,-,-,0,0,0.0,0.0,0,0,0.0,4,0.0,0.0,14.0,393.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.2,Non Impostata,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COLOMBO,CASTELLANOS,PINAMONTI,CASTELLANOS,49.0,100.0,60.0,100.0,MBANGULA,CORREA,EKONG,RAIMONDO,PETAGNA,0,0,0,1,1,2,29,49,98,36,60,120,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,25.0,,
GOSENS,D,FIO,gosens.png,gosens_avatar.png,6.3,5.96,3,0,0.0,0.0,0,0,10.0,7.0,1,0,0.027,13,0.0,0.0,0.0,90.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,4,4,2,4.2,Seconda,6.24,1.0,86.0,81.5,0.0,0.0,0.0,0.0,0.0,POSCH,COCO,POSCH,KYRIAKOPOULOS,35.0,100.0,33.0,97.0,SPINAZZOLA,PAVARD,DUMFRIES,BELLANOVA,DI LORENZO,8,14,27,13,21,42,21,35,70,20,33,66,,,,,,,,,,,,,,,,,,,,13.0,21.0,42.0,,,,,,,,,,,,,,,,,,,8.0,14.0,27.0,75.0,,
KOSSOUNOU,D,ATA,kossounou.png,kossonou_avatar.png,-,-,0,1,-,-,1,0,0.0,0.0,0,0,0.008,10,0.0,0.0,22.0,1812.0,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7,3,4,5,1.4,Terza,6.08,21.0,74.0,80.1,0.0,0.0,0.0,0.0,0.0,VARANE,HERNANDEZ T.,VARANE,KYRIAKOPOULOS,64.0,97.0,17.0,97.0,VARANE,VASQUEZ,GATTI,MIRANDA J.,CARLOS AUGUSTO,2,4,8,4,7,14,38,64,128,10,17,34,,,,,,,,,,,,,,,,,,,,4.0,7.0,14.0,,,,,,,,,,,,,,,,,,,2.0,4.0,8.0,50.0,,
TOURE' I.S.,D,UDI,toure_is.png,toure_i_s_avatar.png,-,-,1,0,-,-,1,1,0.0,0.0,0,0,0.002,3,0.0,0.0,24.0,2052.0,1,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1,3,3,5,0.2,Quarta,5.89,23.0,67.0,78.1,0.0,0.0,0.0,0.0,0.0,EBUEHI,HERNANDEZ T.,BELLANOVA,VARANE,52.0,100.0,32.0,97.0,JEAN,LEONI,GIGOT,BONIFAZI,BRADARIC,1,1,2,1,1,2,31,52,104,19,32,64,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,50.0,,
GIGOT,D,LAZ,gigot.png,gigot_avatar.png,-,-,2,2,-,-,3,0,0.0,0.0,0,0,0.002,8,0.0,0.0,21.0,1729.0,3,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1,3,3,3,0.2,Scomm.,5.93,20.0,79.0,80.2,0.0,0.0,0.0,0.0,0.0,EBUEHI,FRESE,VASQUEZ,FRESE,3.0,100.0,9.0,100.0,LEONI,TOURE' I.S.,BONIFAZI,BRADARIC,DANILIUC,1,1,2,1,1,2,2,3,6,5,9,18,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,50.0,,
MARIPAN,D,TOR,maripan.png,maripan_avatar.png,-,-,3,0,-,-,1,0,0.0,0.0,0,0,0.002,7,0.0,0.0,23.0,1768.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,3,3,0.6,Scomm.,5.94,21.0,74.0,78.7,0.0,0.0,0.0,0.0,0.0,POSCH,GOSENS,BREMER,DORGU,33.0,100.0,43.0,100.0,KYRIAKOPOULOS,TAVARES N.,BISSECK,GALLO,HOLM,1,1,2,2,3,6,20,33,66,26,43,86,,,,,,,,,,,,,,,,,,,,2.0,3.0,6.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,50.0,,
BONIFAZI,D,LEC,bonifazi.png,bonifazi_avatar.png,5.65,5.73,0,0,5.75,5.75,0,0,0.0,0.0,0,0,0.002,2,5.75,5.75,7.0,397.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,0.2,Outsider,5.91,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EBUEHI,HERNANDEZ T.,BREMER,COCO,52.0,100.0,37.0,100.0,TOURE' I.S.,GIGOT,BRADARIC,DANILIUC,SAMBIA,1,1,2,1,1,2,31,52,104,22,37,74,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,25.0,,
BRADARIC,D,VER,bradaric.png,bradaric_avatar.png,5.77,5.75,0,3,5.74,5.72,0,3,0.0,0.0,0,0,0.002,5,5.72,5.74,34.0,2753.0,0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1,3,3,4,0.2,Outsider,5.74,30.0,83.0,80.1,0.0,0.0,0.0,0.0,0.0,EBUEHI,ROMAGNOLI,VASQUEZ,ROMAGNOLI,12.0,100.0,18.0,100.0,GIGOT,BONIFAZI,DANILIUC,SAMBIA,SCHINGTIENNE,1,1,2,1,1,2,7,12,24,11,18,36,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,50.0,,
DANILIUC,D,VER,daniliuc.png,daniliuc_avatar.png,5.5,5.69,0,0,5.36,5.45,0,0,6.0,6.0,0,0,0.002,5,5.45,5.36,11.0,766.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,2,2,4,0.2,Outsider,5.36,8.0,46.0,70.2,0.0,0.0,0.0,0.0,0.0,EBUEHI,ROMAGNOLI,VASQUEZ,ROMAGNOLI,12.0,100.0,18.0,100.0,BONIFAZI,BRADARIC,SAMBIA,SCHINGTIENNE,VAN DER BREMPT,1,1,2,1,1,2,7,12,24,11,18,36,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,25.0,,
SAMBIA,D,EMP,sambia.png,sambia_avatar.png,5.92,5.88,0,1,6.09,5.91,1,2,0.0,0.0,0,0,0.002,2,5.91,6.09,18.0,1035.0,1,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1,3,3,4,0.2,Outsider,6.09,10.0,48.0,70.0,0.0,0.0,0.0,0.0,0.0,POSCH,HERNANDEZ T.,ROMAGNOLI,FRESE,60.0,100.0,12.0,100.0,BRADARIC,DANILIUC,SCHINGTIENNE,VAN DER BREMPT,ABANKWAH,1,1,2,1,1,2,36,60,120,7,12,24,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,50.0,,
SCHINGTIENNE,D,VEN,schingtienne.png,schingtienne_avatar.png,-,-,0,0,-,-,1,0,0.0,0.0,0,0,0.002,3,0.0,0.0,35.0,2855.0,1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,3,3,5,0.2,Outsider,5.88,31.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,BREMER,BUONGIORNO,POSCH,HERNANDEZ T.,64.0,100.0,60.0,97.0,DANILIUC,SAMBIA,VAN DER BREMPT,ABANKWAH,CARBONI F.,1,1,2,1,1,2,38,64,128,36,60,120,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,50.0,,
VAN DER BREMPT,D,COM,van_der_brempt.png,var_der_brempt_avatar.png,-,-,0,0,-,-,0,3,6.5,6.5,0,0,0.002,5,6.5,6.5,23.0,1785.0,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,3,3,2,0.2,Outsider,5.94,22.0,42.0,58.3,0.0,0.0,0.0,0.0,0.0,BELLANOVA,HERNANDEZ T.,BELLANOVA,KYRIAKOPOULOS,75.0,97.0,28.0,97.0,SAMBIA,SCHINGTIENNE,ABANKWAH,CARBONI F.,KEMPF,1,1,2,1,1,2,45,75,150,17,28,56,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,50.0,,
ABANKWAH,D,UDI,abankwah.png,abankwah_avatar.png,6.5,6.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,5,0.2,Non Impostata,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EBUEHI,HERNANDEZ T.,BELLANOVA,VARANE,52.0,100.0,32.0,97.0,SCHINGTIENNE,VAN DER BREMPT,CARBONI F.,KEMPF,MORENO M.,0,0,0,1,1,2,31,52,104,19,32,64,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,
CARBONI F.,D,VEN,carboni_f.png,carboni_f_avatar.png,6.25,6.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.002,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,4,0.2,Non Impostata,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BREMER,BUONGIORNO,POSCH,HERNANDEZ T.,64.0,100.0,60.0,97.0,VAN DER BREMPT,ABANKWAH,KEMPF,MORENO M.,SERGI ROBERTO,1,1,2,1,1,2,38,64,128,36,60,120,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,25.0,,
KEMPF,D,COM,kempf.png,kempf_avatar.png,-,-,0,1,-,-,4,0,6.0,6.0,0,0,0.002,3,6.0,6.0,23.0,1836.0,4,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1,2,3,2,0.2,Non Impostata,5.9,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BELLANOVA,HERNANDEZ T.,BELLANOVA,KYRIAKOPOULOS,75.0,97.0,28.0,97.0,ABANKWAH,CARBONI F.,MORENO M.,SERGI ROBERTO,HAPS,1,1,2,1,1,2,45,75,150,17,28,56,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,25.0,,
MORENO M.,D,FIO,moreno_m.png,moreno_m_avatar.png,-,-,0,0,-,-,0,0,0.0,0.0,0,0,0.002,4,0.0,0.0,12.0,1080.0,0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1,2,3,4,0.2,Non Impostata,5.9,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POSCH,COCO,POSCH,KYRIAKOPOULOS,15.0,100.0,13.0,97.0,CARBONI F.,KEMPF,SERGI ROBERTO,HAPS,SOSA B.,1,1,2,1,1,2,9,15,30,8,13,26,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,25.0,,
PALACIOS T.,D,INT,palacios_t.png,palacios_t_avatar.png,-,-,0,0,-,-,0,0,0.0,0.0,0,0,0.002,3,0.0,0.0,9.0,765.0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,2,3,5,0.2,Non Impostata,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BELLANOVA,DORGU,BELLANOVA,BIJOL,34.0,97.0,31.0,97.0,HATZIDIAKOS,GOGLICHIDZE,COMUZZO,COPPOLA D.,CORAZZA,1,1,2,1,1,2,20,34,68,19,31,62,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,25.0,,
PALESTRA,D,ATA,palestra.png,palestra_avatar.png,-,-,0,0,-,-,0,0,6.0,6.0,0,0,0.0,1,6.0,6.0,36.0,2996.0,3,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0.2,Non Impostata,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VARANE,HERNANDEZ T.,VARANE,KYRIAKOPOULOS,58.0,97.0,11.0,97.0,VALENTI,CARBONI A.,CIRCATI,IZZO,SCALVINI,0,0,0,1,1,2,35,58,116,7,11,22,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,
MCTOMINAY,C,NAP,mctominay.png,mctominay_avatar.png,-,-,1,0,-,-,7,1,0.0,0.0,0,0,0.042,16,0.0,0.0,32.0,1919.0,7,1.0,2.0,0.0,0.0,0.0,0.0,0.0,19,3,4,5,3.8,Terza,6.54,18.0,82.0,81.3,0.0,0.0,0.0,0.0,0.0,KOOPMEINERS,ORISTANIO,ORSOLINI,ZURKOWSKI,82.0,100.0,63.0,97.0,PESSINA,DA CUNHA,MKHITARYAN,SAMARDZIC,FABBIAN,13,21,42,11,19,38,49,82,164,38,63,126,,,,,,,,,,,,,,,,,,,,11.0,19.0,38.0,,,,,,,,,,,,,,,,,,,13.0,21.0,42.0,50.0,,
